CityId,ClusterId
194001,95
75324,346
175143,393
24213,121
154170,182
128542,120
146135,138
10007,169
152784,375
122534,397
98447,202
106702,135
98544,349
152587,358
147015,182
42603,70
65367,158
187385,376
9131,337
134989,193
54999,240
29375,292
173308,353
91636,389
34665,189
2630,278
21729,357
41049,347
13052,372
161594,370
66201,56
39515,226
103744,341
87345,106
158774,343
162086,290
15806,342
110196,21
168876,201
50164,374
83028,135
57736,200
70698,272
119895,347
165715,108
151872,70
56798,155
148867,230
29564,281
100710,205
107274,60
114812,187
80948,251
161548,231
23855,324
59383,96
160645,360
122429,172
161257,345
24878,33
173298,95
164177,80
111146,153
144625,208
134217,336
151342,193
54403,181
119873,17
190885,342
112926,320
146989,316
109527,106
81915,335
145546,334
195523,205
6085,248
178132,316
26329,375
29599,397
192028,397
13266,390
47949,142
124060,338
76381,280
76233,16
62161,109
47229,307
27536,135
3873,77
180265,134
136660,62
87419,318
107999,375
103285,208
81756,193
68707,16
64422,147
138895,198
54447,374
144033,210
73813,340
119695,339
178437,13
100849,229
136166,351
75848,203
28587,164
167048,60
186100,376
136778,240
10917,138
4188,297
15643,345
101856,18
83720,208
116785,277
180646,256
112028,357
125738,397
155318,256
92603,400
160331,40
44266,135
93765,162
96835,96
196472,297
46590,205
116294,177
87875,260
70259,280
20256,26
129300,203
79806,331
162193,255
124862,379
100742,351
100098,278
1586,249
40696,168
85756,223
25724,237
92385,371
171222,59
161311,121
100116,338
8618,172
26413,27
88303,148
140112,316
96982,270
36243,380
189110,379
193094,246
146288,18
29473,364
149408,201
23882,397
54280,88
83171,55
105954,297
184428,241
156595,241
148852,338
75915,268
132351,199
148130,364
53672,379
107199,231
163135,340
119067,147
134381,345
182489,350
85109,337
94182,235
26250,17
180198,182
16054,208
97819,44
41557,106
164812,193
112945,45
103385,19
126988,139
66135,207
129119,398
186931,250
29163,285
127932,106
64773,229
104554,184
137401,89
1501,160
116144,362
39365,97
180405,395
167833,325
181281,210
35474,137
125596,218
19597,205
92234,295
148670,48
174353,208
98774,260
30353,105
180862,230
69484,376
142986,400
158745,129
18768,305
143875,369
143768,321
115771,186
165691,119
27510,1
27052,227
52737,320
84540,63
61392,12
71968,152
152492,210
4201,312
32604,187
2452,318
155929,231
35681,264
165812,57
140244,280
21321,14
108507,229
90821,141
181867,106
88518,229
19904,208
91295,380
110828,144
53037,257
110177,374
8960,20
114857,313
85839,116
43615,133
172102,118
169514,142
62868,231
97857,43
193058,275
167373,60
15170,27
116599,379
149210,62
143727,28
133441,156
177528,291
141423,125
40307,100
9405,204
71858,356
132088,364
96552,200
61794,341
809,300
7373,375
101533,351
150228,160
25680,396
134730,169
45783,226
48513,97
60061,357
160413,197
52690,82
169934,291
112587,373
184817,95
66167,78
23428,395
132533,179
16261,375
90622,299
165384,119
18279,295
16340,12
125453,354
130504,316
142814,95
15467,400
45828,353
39919,208
115528,346
55663,73
24146,341
66854,43
44442,105
91652,164
28292,379
63802,313
126631,296
41429,142
160185,395
139318,341
161158,347
8930,292
24791,354
157165,90
121647,250
195285,99
17959,313
120893,379
149811,198
166743,108
171025,343
80503,14
57366,12
33902,48
95090,379
125702,210
77856,366
88156,393
111182,281
72880,395
66719,243
112390,312
82465,372
131080,179
100294,273
44514,225
71049,364
167130,63
190805,182
4560,205
116538,84
159035,353
181216,64
17507,248
63148,300
108607,231
131429,90
50896,138
7766,142
35606,294
131664,252
99371,201
17759,153
134249,356
161858,80
159520,232
187107,240
13024,133
68362,20
24914,353
154627,395
64491,250
125876,77
76413,397
132887,357
181762,244
156484,397
149728,120
4447,177
177283,390
196403,369
38311,196
75070,80
105782,395
177677,367
179095,370
28419,273
34352,241
47281,46
121041,15
55964,15
103253,254
136568,379
179976,335
140895,371
67165,136
90259,314
154024,89
192485,258
144065,373
161980,119
90718,372
80400,28
33004,347
74671,182
128918,296
25199,210
20503,277
160363,356
3962,353
93174,95
173980,204
75547,229
121845,259
56537,346
175702,271
80383,229
110105,213
61499,375
96893,353
104108,108
91419,205
196858,205
118401,73
58603,115
37985,181
109331,317
43527,178
26920,60
103557,108
173455,251
146924,14
128965,33
98165,182
25985,20
137619,182
170938,30
35325,332
94882,395
78592,373
150993,313
182354,341
58627,260
48199,389
1879,253
152120,353
73082,342
137541,95
112561,236
143851,162
106085,143
45614,193
17505,374
104098,296
182325,357
164146,45
105824,205
132187,278
123842,15
132005,116
147447,17
194932,88
73726,55
67863,178
193575,262
52081,395
159305,357
165620,362
78806,125
131956,49
61670,223
144790,193
179712,100
63789,336
5422,261
108646,335
135307,74
81677,78
99164,36
43305,217
45907,313
26098,395
108628,318
131257,191
78388,217
145462,95
194233,168
38891,40
166089,188
107253,275
80484,55
11472,208
149160,168
187231,138
185642,204
83943,140
76795,120
168628,395
1337,390
14885,246
168817,147
114725,48
184920,60
138039,108
45667,60
10609,241
108958,86
54903,375
143119,171
53139,338
31504,305
83892,26
13321,364
83538,295
181419,134
129466,317
45206,373
76449,67
29407,395
103666,338
150430,187
122520,78
170628,30
1718,335
39993,32
74158,371
175974,75
187830,97
174458,181
126009,165
26498,248
32695,280
179243,392
148898,240
63528,210
30966,353
125110,357
41842,205
43647,338
48324,307
43500,373
76820,63
182963,293
166980,260
17639,204
46929,345
23272,141
104340,57
197656,79
141455,161
37659,373
58910,127
104322,125
14038,334
142829,371
99053,106
128601,193
144485,364
24747,141
127896,395
180949,66
101565,210
73694,231
117679,164
112196,226
123981,262
65360,177
140913,141
150390,331
77085,229
16662,191
55776,356
126898,147
49221,316
97507,313
46703,247
155737,393
2094,223
105000,62
99272,347
101730,379
163351,74
76578,143
173776,188
160153,80
158270,392
157302,96
104905,248
85539,99
33472,297
48832,126
133907,162
82130,392
185086,359
104366,134
120112,168
104603,182
156817,166
6836,300
93050,60
178646,164
74048,374
75671,359
150572,251
29879,241
153038,185
152923,13
168160,358
195954,354
146120,182
5469,65
171393,20
189761,221
136647,342
99231,60
165861,133
181303,48
13373,187
125100,20
118277,354
23969,335
176917,362
175471,223
115350,244
95930,211
9208,297
120717,379
42497,15
74790,337
39278,312
72333,371
139388,75
135269,352
63573,354
106570,194
19254,82
59739,338
68330,18
23872,261
188642,380
36949,191
100725,167
88065,227
188495,135
155355,310
196665,298
3944,60
41144,239
111135,353
118569,100
72050,363
50682,256
132319,160
192171,162
130235,135
24963,70
105707,241
186224,182
30053,136
196836,258
193381,357
66556,338
170112,325
154196,133
58396,168
158814,166
109972,14
53778,132
129973,349
49799,231
65161,72
1411,345
14782,27
125891,45
172283,195
116925,350
172294,223
48830,374
59096,52
112097,12
61535,241
154319,135
116760,347
151069,108
7427,125
143427,343
111368,390
25928,60
76486,99
177354,316
35381,15
152688,362
139616,261
58978,106
138050,254
57144,336
21331,292
146196,210
125535,75
112913,294
83819,48
43948,168
10647,250
43966,356
90323,20
125632,395
133578,364
189559,357
56014,38
133227,338
105137,373
141179,318
38824,262
78008,395
165710,160
152464,379
78113,229
15628,55
26120,60
88232,333
95845,242
187196,205
106580,38
73930,370
95088,210
5365,15
133775,274
6387,369
44970,356
629,46
63636,298
166406,332
41265,356
165780,49
64847,275
69060,153
168194,333
184496,98
40546,88
192298,100
29349,239
59377,70
109311,346
121575,56
65540,106
127430,248
102989,254
85409,20
48833,204
133902,375
157890,58
72367,249
173129,60
33839,395
24730,314
62937,75
100019,236
33389,162
105084,168
19672,240
188176,229
137686,233
157376,392
115285,65
170861,341
153093,75
13955,60
156453,94
136216,217
114331,305
128046,40
37721,13
65004,253
67758,203
159156,184
92593,337
54479,275
125609,151
134762,397
99058,67
20690,342
122721,236
26279,273
99884,58
153674,170
75355,128
125244,241
44079,346
182087,245
8186,282
113555,38
166334,75
36637,168
130437,271
141087,75
35960,207
25098,162
24195,223
40242,349
132697,77
156395,229
56305,369
3883,164
39589,364
18874,97
194497,284
168028,369
140195,400
63386,364
70375,134
152368,223
153646,133
116817,397
98268,376
169089,310
34616,186
138304,168
86035,367
127039,343
28526,91
150781,18
133146,354
25887,280
190511,226
163410,136
72001,223
65832,210
86985,208
17803,43
90881,231
190463,211
18575,350
25705,398
53406,230
147218,188
140371,162
158600,58
122732,55
62851,214
189095,364
194158,397
144157,229
5116,208
164849,77
167702,99
116352,127
88565,155
111734,373
146870,168
183322,58
67419,78
81237,294
174490,312
184092,33
169638,67
10410,74
99613,380
128655,20
111864,353
82074,242
146024,256
6405,350
119082,394
19364,347
150659,191
108337,191
90180,232
13616,73
157953,187
85562,199
92107,158
116866,182
46923,193
140602,248
79314,17
111447,143
86403,96
91190,218
46874,357
16137,100
105096,265
183985,317
69897,205
176376,16
55586,40
9458,27
49185,62
66869,321
160138,372
132518,235
140971,350
175389,284
194088,2
63926,186
148015,311
39081,356
74277,351
139442,204
196422,191
92173,375
145604,127
191532,229
193033,204
72499,27
94939,341
86376,13
79922,343
5561,393
18360,194
124167,331
115455,164
143342,275
87846,394
40447,16
188052,275
120925,337
99566,379
57503,197
125046,392
31129,222
100170,140
163712,122
22966,357
31818,210
72959,262
30427,356
153375,359
139682,139
6979,316
101466,318
78945,142
102823,60
78688,396
139218,347
59541,60
121412,165
122795,343
135899,37
183983,201
24265,225
46664,205
169862,243
148962,373
19540,243
152216,63
52547,342
47355,152
99442,156
54572,191
190832,2
20007,229
192456,283
132565,226
154304,359
78942,171
76661,57
121189,251
33732,349
139248,357
171710,373
72354,222
149832,288
161998,13
68486,191
16598,138
2612,48
96316,146
189945,208
154769,79
107873,350
154558,34
80516,338
80832,191
92730,230
158590,214
14343,350
62625,375
137610,74
164111,58
148955,354
109298,229
60648,338
190640,356
73531,55
179739,75
37618,88
41038,223
34748,394
109931,28
109191,300
18008,226
17043,67
191622,315
184901,229
100379,393
147139,395
85179,79
108926,205
168532,28
73610,73
97760,242
95039,133
4094,182
139053,141
142388,374
45101,158
105274,305
137590,15
190964,160
88664,188
6167,283
85189,49
26016,162
141780,134
122947,141
152568,365
71062,390
170953,171
196760,17
151803,210
161232,174
83203,335
161424,66
162412,390
45595,253
148692,278
166374,83
188203,63
151996,398
35193,396
59841,122
171387,210
66951,90
152354,161
187895,345
149359,353
1024,161
182457,372
148785,20
95593,345
136459,17
56880,231
68843,278
111278,27
38434,45
5918,48
159437,259
181777,278
180296,349
139312,275
79882,374
146250,337
55515,139
150968,392
13142,38
1469,270
147341,197
62402,159
147420,60
22452,332
183211,297
13162,18
173148,254
44539,48
197281,292
142067,68
52541,15
27796,210
100913,256
7272,126
179593,400
99489,37
109480,223
150809,150
64298,280
177305,174
75647,52
121625,55
185976,98
141512,26
91394,256
197247,378
192017,60
81307,16
134082,253
148385,225
23519,337
133262,341
161636,343
67695,376
89878,293
51123,96
29257,398
13199,27
8398,20
138427,299
58465,318
80069,171
172509,158
186355,143
170303,294
20273,317
153764,233
191164,225
38213,59
81811,369
83042,353
103942,113
79716,27
191300,17
25420,357
98359,394
49915,125
91388,260
36789,223
17537,292
161247,208
113988,20
190705,48
88336,79
12055,125
112593,351
188240,214
111118,178
72643,369
80015,187
173054,356
21175,53
119118,77
197075,296
152011,345
95184,316
73540,108
171911,65
175651,278
20432,379
149900,390
90104,390
145881,256
119905,45
76265,338
117779,286
74617,45
122024,367
194265,55
182357,250
184560,357
38658,86
90931,345
65458,372
142272,68
157673,142
365,358
47479,92
42287,13
43835,168
147756,99
29824,341
150691,299
24978,141
5088,203
144381,100
190210,292
114885,361
143474,116
70356,164
42851,75
40351,261
70012,373
36066,239
87670,200
180190,133
9273,367
10166,333
124955,153
29780,193
130536,306
188603,179
2744,119
175421,74
37457,195
165416,356
58338,78
156426,37
86640,168
185961,375
35020,397
102169,203
1369,226
82604,155
12597,231
166012,168
84432,15
118452,60
140712,134
132959,320
125821,205
191943,345
126753,74
47592,248
174607,261
4835,229
39748,160
21040,172
162364,204
103621,356
78104,35
100794,341
95650,60
138,229
82707,200
35813,400
101330,357
37761,208
191989,398
116089,367
48761,28
25071,46
149234,294
12710,400
6669,74
22153,350
153057,16
140454,109
193824,231
30266,337
12607,290
108602,48
41233,137
48604,40
197730,376
42375,353
6355,316
102007,63
100266,379
159827,374
185967,400
196541,353
41159,149
74993,34
127283,395
17539,379
149770,164
166948,301
23996,374
176971,394
193148,205
138525,340
12057,151
36693,134
195787,373
102840,162
2889,203
12490,248
168864,143
13859,102
59858,48
83048,250
121427,77
182263,193
52621,191
135849,351
186637,256
166243,390
117589,392
64309,13
110402,241
99656,392
67133,349
1823,16
190800,347
126849,43
82002,392
46433,292
187353,262
47128,313
111690,305
90344,109
54774,118
73386,353
116617,18
83474,97
1190,282
64174,210
164583,337
146181,105
112043,341
188116,122
94956,333
34430,357
73408,374
175340,210
119919,125
73578,397
112871,98
10259,134
63170,253
187543,122
45137,80
168299,246
172460,337
142414,367
65144,345
107536,208
10373,353
45042,116
167189,28
27387,337
73857,63
188831,262
11445,343
1168,275
58414,99
117330,350
33917,280
134479,20
153820,134
93934,349
196839,134
42679,55
169500,135
157741,366
30093,398
60135,194
128157,194
167670,367
2295,295
29802,120
60798,167
61766,367
82979,292
121335,143
171307,98
146497,337
33707,27
146056,353
156440,336
77336,234
2306,346
130155,375
7890,229
160487,350
59147,271
184189,345
56680,298
102260,67
136756,394
4571,338
3053,90
196279,294
4101,58
156859,357
78155,11
124343,231
167970,392
89805,198
161760,390
75725,40
189974,336
48163,58
129976,193
94109,353
16928,161
4450,191
121940,134
13740,53
136692,168
43322,351
142832,226
109743,92
191405,356
53760,338
71756,189
118169,204
65424,20
72103,329
48142,95
42446,188
165583,143
69547,298
109724,200
150334,247
56870,336
40329,18
22210,188
49303,45
9786,359
48896,185
17358,119
91366,353
53983,255
102342,55
15278,335
120545,280
175769,320
155049,334
83415,372
119028,261
131031,341
86684,343
147094,84
114199,350
26002,27
190309,151
134435,208
81260,208
161899,218
175934,57
32501,173
122574,18
158565,337
131791,26
78936,217
195210,47
57316,53
82626,373
147641,277
74544,338
29984,222
73109,45
71428,360
105179,243
124337,210
155680,354
125827,66
174943,18
66111,347
3345,134
35046,343
134787,109
96948,116
194196,74
169262,20
186718,376
174954,20
9653,210
100323,242
27283,247
70549,357
81063,337
14367,40
29753,296
102858,240
105216,168
60381,113
127911,124
760,236
175254,267
4005,210
193122,20
143250,229
192235,362
5857,58
4464,374
87992,259
164739,255
16013,67
163187,94
42181,398
51883,354
174310,138
73231,216
179325,353
195233,157
19326,33
197495,335
112538,395
106498,392
75338,229
123515,298
83327,247
54031,226
40788,201
147496,196
9886,154
101384,208
195690,13
113448,359
110983,177
44857,210
151527,239
80549,79
155474,156
164784,260
36192,363
29505,273
15564,89
44457,346
115803,395
29830,246
10785,162
163060,80
78985,379
169205,139
133326,286
40018,158
63712,80
35415,17
188559,371
145102,392
41181,180
172623,208
100634,91
55027,162
181712,67
38975,216
181958,48
2341,182
10638,338
94391,2
108369,247
118006,261
68419,210
115150,40
163899,74
89201,357
117005,162
41424,317
189610,20
127112,96
70393,194
17771,18
96326,321
131543,392
94310,273
107506,158
45578,223
48339,118
39611,17
84368,60
150150,345
29644,379
115221,339
132219,132
101,147
115895,86
72680,168
43742,337
193508,265
180936,132
77587,390
91426,75
39781,142
86689,372
139080,339
2336,292
163216,298
9077,105
164182,208
113019,73
107819,350
165134,96
3008,164
162970,203
78639,231
61234,36
159747,200
189620,177
71323,35
66901,260
153202,230
181629,353
48383,325
160730,182
25943,223
88484,243
2109,143
4824,375
107269,342
38638,182
84168,35
196068,281
60188,162
61157,74
23595,230
189180,161
89527,95
25801,45
40087,106
128289,168
28926,241
167643,216
169153,361
12564,252
35254,27
44474,88
106393,397
34114,93
5593,343
45459,27
142793,362
132761,379
63609,241
161541,292
150251,396
159652,141
47075,191
61221,250
75180,376
108492,137
90603,17
193613,312
25856,243
37494,218
53902,341
165806,44
144685,26
63433,172
70420,373
164680,341
194450,241
153710,12
100480,194
80120,167
178101,94
19772,280
99976,151
135585,48
106773,292
143223,298
95913,62
79074,174
23401,115
172137,364
133207,230
99874,216
54813,14
17950,250
142519,392
52905,353
53470,252
61751,226
69608,226
17072,396
158406,156
2131,222
61039,38
164785,280
137978,356
86931,115
160627,105
76866,397
78030,392
182157,18
142846,196
129841,172
79250,398
154961,199
121380,152
44870,118
187974,124
33543,143
172159,229
34149,350
166698,356
192744,397
72201,106
192998,156
136625,168
188809,164
197480,354
121989,347
110757,340
111314,106
24804,371
97902,397
1454,131
67323,27
62905,338
19726,63
110851,367
187556,82
69260,108
115652,346
157457,286
142697,362
132665,20
123532,364
122584,182
7854,379
59968,200
80351,374
124116,60
173060,256
43509,189
69594,271
24659,277
13690,70
149440,153
126404,89
141539,284
4909,28
110677,27
164331,334
96284,15
2031,200
177466,287
29954,341
163107,395
158247,35
94921,66
74341,148
157462,334
175311,67
34716,17
152281,99
122003,135
66293,17
32383,205
187667,349
68939,58
28394,27
72895,356
37452,162
5136,338
127298,363
152105,374
104974,204
60477,360
193349,394
143868,374
195508,18
41594,147
38503,102
26456,205
41646,347
73430,89
103199,315
69633,99
82665,367
84185,204
137138,392
25916,247
108197,191
119778,229
150085,359
142529,379
8154,201
67474,115
72537,40
163615,335
191318,229
70111,361
119292,158
164722,266
150861,243
123252,247
95304,375
88826,374
154240,13
96206,125
17986,340
177079,316
82460,36
82194,341
42735,397
189783,27
174327,186
171801,249
116321,135
87571,343
12721,179
175275,271
46045,360
52476,46
51806,397
25489,134
39098,379
15720,80
50443,375
86874,373
10177,261
51155,207
79693,341
21710,223
85040,137
7973,109
84794,337
17875,49
49705,75
6530,155
89763,43
98033,56
51489,48
11211,18
49567,236
192794,46
17094,253
33298,200
60584,77
48659,397
175264,342
45589,395
113106,98
46072,343
68831,58
7569,113
188743,32
52120,354
5896,354
137872,74
89981,30
161377,159
65847,359
43129,58
90132,335
55291,120
35310,379
1633,370
37326,201
147203,397
109403,75
79853,229
6231,346
133886,182
142452,325
157080,230
83844,49
74330,396
102972,169
94013,351
158006,300
164569,13
109829,67
143453,354
37691,30
65409,208
54896,158
38765,392
109422,369
156258,210
196139,258
188267,285
92494,339
45149,203
197669,344
92724,354
119318,278
162789,226
181127,99
184285,320
150544,106
134349,49
79280,196
55077,70
46998,221
195926,226
95943,141
40633,378
179891,299
25491,134
2778,261
126824,97
136765,201
148189,354
85021,347
132832,218
97655,138
140878,180
172046,144
13402,94
92548,317
53282,48
111849,167
104858,210
15009,164
8288,351
15418,261
113871,390
64631,320
170741,48
46414,379
59625,350
93637,344
46799,48
13854,121
187342,260
104716,191
60835,261
151506,94
137645,171
107075,374
50271,337
158229,16
146321,397
49673,191
51393,347
7691,68
193683,317
177885,338
101782,88
11192,65
59198,226
45392,90
70684,340
124078,133
34452,197
153732,280
16676,394
32854,193
86329,241
66011,252
52466,181
104519,245
2072,35
47710,291
118766,379
135025,375
91785,30
86971,372
188610,194
60879,142
5260,392
69330,187
14606,231
138126,63
79222,144
119863,357
191141,50
37758,372
91756,141
149097,223
152229,113
157112,98
156058,187
143744,38
94080,338
4262,43
40847,300
39144,137
22851,353
130108,247
21995,97
64196,339
189597,203
51293,82
24141,46
11372,22
192652,188
110425,347
132781,211
52658,100
183002,357
132864,372
59128,142
67086,122
32206,251
18107,46
76699,49
185212,365
94458,131
167965,120
152762,364
14801,369
40669,389
5329,2
113806,218
159850,392
141246,187
57852,400
48030,375
155541,261
8663,162
84260,78
96017,113
135211,100
139958,331
8097,168
116107,148
30213,139
75026,280
129696,273
151474,60
54881,106
156135,63
182852,303
9648,300
174690,118
194761,299
6976,347
171728,143
63680,96
96235,353
130899,285
3661,208
184547,361
89031,240
160751,390
174840,68
145311,158
62603,255
16962,210
41806,320
82108,370
46773,16
71560,100
38204,356
11895,207
176297,156
194963,210
7445,345
101343,141
70238,187
23137,72
99776,273
103563,161
111562,207
179668,229
69009,124
31284,186
184798,179
50796,65
39029,397
185652,372
26530,72
149193,259
20014,365
173097,88
33807,338
120560,357
127779,365
45273,40
91689,86
21993,379
137733,375
39452,148
135121,346
105971,359
99689,359
38227,208
17684,356
11186,142
26625,57
122442,95
99075,237
19347,315
90773,89
126571,1
173862,88
22328,66
51199,143
119423,373
128437,233
186260,356
138266,114
111705,250
106630,125
177869,75
153911,13
101156,372
140786,123
110004,210
184693,99
184643,331
185775,164
118946,52
197232,375
177513,208
88844,379
147620,333
45319,194
35087,53
56273,37
110521,230
145507,376
142245,200
109771,20
4062,292
98791,67
197088,4
1767,187
92667,18
191826,120
85258,133
171165,83
178402,67
161330,79
32927,371
88633,198
68005,15
116638,397
170920,15
91263,63
119346,333
30140,75
156046,88
112165,222
47008,105
73050,138
196291,210
63619,325
186618,200
189478,139
149262,357
57751,16
122700,30
151887,324
135157,20
117924,372
164114,108
106670,273
103712,338
26661,341
154309,84
29948,275
137188,354
39905,335
172974,353
184124,156
154768,179
116970,33
191901,210
78507,14
117475,135
82483,352
3399,135
126090,372
68672,80
160844,347
103821,210
53535,16
69554,18
58546,174
31656,374
162639,373
1995,63
47603,274
132732,362
174063,320
173510,335
45751,223
125331,337
166998,353
147992,207
44398,168
178488,223
65920,155
103121,55
18504,27
108882,337
123708,354
86418,48
183086,162
112491,142
78261,223
37316,226
115983,345
46303,38
145671,27
54256,208
32783,225
156003,77
171609,194
153188,250
180926,205
21164,18
162814,261
121582,338
65802,73
98838,72
148371,72
187950,340
76038,271
29986,210
75827,142
56707,245
108368,118
186904,118
141009,15
154584,261
20850,200
170481,119
197175,222
153583,369
10452,347
101483,134
135461,2
37440,80
130877,99
120914,283
160817,325
191268,203
194837,162
69092,27
77721,62
2263,246
149146,80
168654,105
93949,60
127415,250
74525,397
79523,392
130123,143
51067,78
44289,398
43863,338
156189,44
33675,350
102708,20
137246,229
12366,397
185747,106
144546,255
190474,137
140733,250
70185,58
130599,74
29191,138
124013,208
52957,221
48869,68
79445,363
6544,208
14922,247
161805,353
121714,118
111604,251
127825,365
157409,203
75829,121
30927,225
171868,229
125488,90
38606,241
105750,200
86505,251
55345,97
12116,45
148108,354
67987,261
24410,294
33704,317
133421,89
142081,57
102046,229
32123,369
144730,255
19481,253
188289,324
118822,240
159620,378
3930,208
187017,390
30308,74
55573,343
40474,74
50928,337
172365,161
39716,58
64610,123
16243,379
41543,292
187419,60
50632,186
181001,235
136023,361
70210,154
110801,126
160585,366
84555,361
140005,58
34584,338
114041,375
196826,397
80774,181
72774,379
39697,395
4169,9
146954,267
189793,353
479,226
176606,137
87535,20
22108,335
86707,133
35918,137
33616,241
192414,27
70800,373
32507,20
195409,75
4899,62
53578,397
83565,74
120954,113
51668,200
113513,198
54323,80
188364,236
144754,35
3798,306
172488,88
12526,186
53226,375
33537,199
157325,147
115717,246
102310,197
124057,294
148835,77
159612,62
107150,291
140157,354
33118,231
78869,398
145711,357
124763,222
91580,95
80464,317
127764,325
145932,200
132204,396
134072,392
92675,349
70620,193
196963,341
32819,36
190106,20
1559,398
63949,373
148147,53
97951,383
157023,256
119199,204
81718,392
97375,239
47767,313
48862,369
29039,218
143716,49
156702,226
52049,49
107846,185
129200,229
147858,253
65678,337
43273,321
106201,168
80753,337
194673,347
130977,374
178155,359
59821,393
117470,95
195714,135
73637,200
6712,187
74063,258
98683,197
16501,341
141702,223
1105,247
88200,247
169313,181
25447,79
94634,229
188684,26
15596,379
168478,261
74580,28
111680,80
10577,120
98962,40
161190,64
19101,205
60661,43
124660,390
101345,49
129546,32
182170,143
181244,38
34726,338
187862,354
